,lang,ia,ianum,sentnum,trialid,prob_skip,firstfix.dur,firstrun.dur,dur,firstrun.nfix,nfix,prob_refix,prob_reread,trial_sentnum
0,ge,In,1,0,1,0.34285714285714286,97.97142857142858,97.97142857142858,115.0,0.6571428571428571,0.7428571428571429,0.0,0.05714285714285714,1
1,ge,der,2,0,1,0.02857142857142857,180.77142857142857,237.88571428571427,379.42857142857144,1.2,1.7714285714285714,0.14285714285714285,0.37142857142857144,1
2,ge,alten,3,0,1,0.11428571428571428,157.68571428571428,243.82857142857142,507.6857142857143,1.2857142857142858,2.6857142857142855,0.2571428571428571,0.6571428571428571,1
3,ge,römischen,4,0,1,0.0,179.05714285714285,247.68571428571428,644.5142857142857,1.3714285714285714,3.3714285714285714,0.34285714285714286,0.6571428571428571,1
4,ge,Religion,5,0,1,0.02857142857142857,245.57142857142858,352.8285714285714,711.1142857142858,1.4857142857142858,3.2857142857142856,0.5428571428571428,0.6,1
5,ge,und,6,0,1,0.45714285714285713,98.71428571428571,105.68571428571428,120.88571428571429,0.6,0.6857142857142857,0.0,0.05714285714285714,1
6,ge,Mythologie,7,0,1,0.02857142857142857,239.85714285714286,328.2,677.7428571428571,1.457142857142857,3.085714285714286,0.6285714285714286,0.6,1
7,ge,ist,8,0,1,0.22857142857142856,190.6,202.4,325.85714285714283,0.8285714285714286,1.457142857142857,0.05714285714285714,0.37142857142857144,1
8,ge,Janus,9,0,1,0.0,216.0,335.54285714285714,588.4857142857143,1.4857142857142858,2.6857142857142855,0.37142857142857144,0.6857142857142857,1
9,ge,der,10,0,1,0.2,182.4857142857143,201.37142857142857,271.14285714285717,0.8857142857142857,1.2857142857142858,0.14285714285714285,0.2,1
10,ge,Gott,11,0,1,0.14285714285714285,192.54285714285714,226.28571428571428,345.65714285714284,1.0,1.6,0.08571428571428572,0.42857142857142855,1
11,ge,des,12,0,1,0.2,161.9142857142857,185.85714285714286,372.8857142857143,0.9142857142857143,1.7142857142857142,0.05714285714285714,0.4,1
12,ge,Anfangs,13,0,1,0.0,235.22857142857143,343.37142857142857,709.5714285714286,1.457142857142857,3.1714285714285713,0.42857142857142855,0.8285714285714286,1
13,ge,und,14,0,1,0.37142857142857144,138.0,138.0,197.77142857142857,0.6285714285714286,0.9428571428571428,0.0,0.2,1
14,ge,der,15,0,1,0.14285714285714285,200.45714285714286,216.4857142857143,356.0,0.9428571428571428,1.6285714285714286,0.08571428571428572,0.4857142857142857,1
15,ge,Tore.,16,0,1,0.02857142857142857,279.65714285714284,303.3142857142857,578.6571428571428,1.0857142857142856,2.4285714285714284,0.42857142857142855,0.6285714285714286,1
