,lang,ia,ianum,sentnum,trialid,prob_skip,firstfix.dur,firstrun.dur,dur,firstrun.nfix,nfix,prob_refix,prob_reread,trial_sentnum
0,sp,En,1,2,1,0.375,110.25,110.25,110.25,0.625,0.625,0.0,0.0,1
1,ge,In,1,0,1,0.3333333333333333,65.0,65.0,194.0,0.6666666666666666,1.3333333333333333,0.0,0.3333333333333333,1
2,it,Negli,1,1,1,0.0,96.5,96.5,175.5,1.0,1.5,0.0,0.5,1
3,it,antichi,2,1,1,0.0,234.0,313.5,514.5,1.5,2.5,0.0,0.5,1
4,ge,der,2,0,1,0.0,227.33333333333334,227.33333333333334,668.3333333333334,1.0,2.6666666666666665,0.0,1.0,1
5,sp,las,2,2,1,0.125,180.75,196.75,247.5,1.0,1.25,0.125,0.25,1
6,ge,alten,3,0,1,0.0,236.33333333333334,236.33333333333334,674.0,1.0,2.6666666666666665,0.0,1.0,1
7,sp,antiguas,3,2,1,0.0,160.375,256.5,760.75,1.5,4.125,0.375,0.875,1
8,it,miti,3,1,1,0.0,101.5,185.0,268.5,1.5,2.0,0.0,0.5,1
9,it,e,4,1,1,0.5,71.0,71.0,71.0,0.5,0.5,0.0,0.0,1
10,sp,mitología,4,2,1,0.0,242.25,466.75,912.25,2.0,4.25,0.75,0.875,1
11,ge,römischen,4,0,1,0.0,157.0,270.0,1081.6666666666667,1.6666666666666667,5.666666666666667,0.0,1.0,1
12,ge,Religion,5,0,1,0.0,201.0,201.0,797.3333333333334,1.0,4.333333333333333,0.3333333333333333,1.0,1
13,it,religioni,5,1,1,0.0,308.0,308.0,739.5,1.0,2.5,0.0,1.0,1
14,sp,y,5,2,1,0.625,83.0,83.0,83.0,0.375,0.375,0.0,0.0,1
15,it,"Romane,",6,1,1,0.5,69.0,69.0,160.5,0.5,1.0,0.0,0.5,1
16,sp,religión,6,2,1,0.125,223.25,379.75,678.625,1.75,3.375,0.625,0.75,1
17,ge,und,6,0,1,0.0,248.33333333333334,248.33333333333334,384.3333333333333,1.0,1.6666666666666667,0.0,0.3333333333333333,1
18,it,Giano,7,1,1,0.0,354.5,533.5,804.5,1.5,2.5,0.5,1.0,1
19,ge,Mythologie,7,0,1,0.0,276.0,276.0,849.6666666666666,1.0,4.0,0.3333333333333333,1.0,1
20,sp,"romana,",7,2,1,0.0,242.5,406.375,815.625,1.375,2.875,0.25,0.625,1
21,sp,Jano,8,2,1,0.0,253.625,297.625,354.75,1.25,1.5,0.25,0.25,1
22,ge,ist,8,0,1,0.0,240.33333333333334,299.6666666666667,449.3333333333333,1.3333333333333333,2.0,0.3333333333333333,0.3333333333333333,1
23,it,è,8,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
24,ge,Janus,9,0,1,0.0,192.33333333333334,522.0,762.0,2.0,3.3333333333333335,0.6666666666666666,0.6666666666666666,1
25,sp,es,9,2,1,0.25,163.0,163.0,225.375,0.75,1.0,0.0,0.125,1
26,it,il,9,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
27,ge,der,10,0,1,0.0,197.33333333333334,197.33333333333334,231.0,1.0,1.3333333333333333,0.0,0.3333333333333333,1
28,it,dio,10,1,1,0.0,243.0,243.0,388.0,1.0,1.5,0.0,0.5,1
29,sp,el,10,2,1,0.25,144.875,144.875,229.25,0.75,1.125,0.0,0.375,1
30,ge,Gott,11,0,1,0.0,157.0,221.66666666666666,505.6666666666667,1.3333333333333333,2.6666666666666665,0.3333333333333333,0.6666666666666666,1
31,it,degli,11,1,1,0.5,72.5,72.5,199.0,0.5,1.0,0.0,0.5,1
32,sp,dios,11,2,1,0.25,137.0,151.25,397.625,0.875,1.875,0.25,0.5,1
33,sp,de,12,2,1,0.625,69.375,69.375,69.375,0.375,0.375,0.0,0.0,1
34,ge,des,12,0,1,0.3333333333333333,174.33333333333334,174.33333333333334,223.0,0.6666666666666666,1.0,0.0,0.3333333333333333,1
35,it,inizi,12,1,1,0.0,196.0,196.0,810.5,1.0,3.5,1.0,1.0,1
36,ge,Anfangs,13,0,1,0.0,218.66666666666666,218.66666666666666,877.0,1.0,3.6666666666666665,0.3333333333333333,1.0,1
37,it,e,13,1,1,0.5,68.0,68.0,216.5,0.5,1.0,0.0,0.5,1
38,sp,los,13,2,1,0.25,130.375,130.375,167.625,0.75,1.0,0.0,0.25,1
39,sp,comienzos,14,2,1,0.0,219.0,219.0,612.5,1.0,2.75,0.125,1.0,1
40,it,dei,14,1,1,0.5,89.5,89.5,89.5,0.5,0.5,0.0,0.0,1
41,ge,und,14,0,1,0.3333333333333333,126.33333333333333,126.33333333333333,189.33333333333334,0.6666666666666666,1.0,0.0,0.3333333333333333,1
42,it,cancelli.,15,1,1,0.0,259.5,259.5,732.0,1.0,3.0,0.5,0.5,1
43,ge,der,15,0,1,0.3333333333333333,103.66666666666667,103.66666666666667,226.33333333333334,0.6666666666666666,1.3333333333333333,0.0,0.6666666666666666,1
44,sp,y,15,2,1,0.75,20.125,20.125,20.125,0.25,0.25,0.0,0.0,1
45,ge,Tore.,16,0,1,0.0,260.0,260.0,845.0,1.0,3.6666666666666665,0.6666666666666666,1.0,1
46,sp,las,16,2,1,0.125,164.875,179.5,314.375,1.0,1.625,0.125,0.5,1
47,sp,"puertas,",17,2,1,0.0,276.75,314.625,868.625,1.125,2.875,0.25,0.875,1
48,sp,Él,18,2,1,0.75,52.75,52.75,102.5,0.25,0.5,0.0,0.25,1
49,sp,tiene,19,2,1,0.0,215.75,336.75,492.25,1.75,2.5,0.625,0.375,1
50,sp,una,20,2,1,0.25,303.625,303.625,371.5,0.75,1.25,0.0,0.25,1
51,sp,doble,21,2,1,0.5,72.25,72.25,99.375,0.5,0.625,0.0,0.125,1
52,sp,"naturaleza,",22,2,1,0.0,222.5,418.125,707.0,1.625,2.875,0.625,0.625,1
53,sp,y,23,2,1,0.75,25.875,25.875,25.875,0.25,0.25,0.0,0.0,1
54,sp,generalmente,24,2,1,0.0,240.125,390.5,896.625,1.625,3.75,0.5,1.0,1
55,sp,se,25,2,1,0.75,55.0,55.0,77.0,0.25,0.375,0.0,0.125,1
56,sp,lo,26,2,1,0.5,126.0,147.875,281.0,0.625,1.125,0.125,0.25,1
57,sp,representa,27,2,1,0.0,207.25,345.0,614.875,1.75,3.125,0.625,0.5,1
58,sp,con,28,2,1,0.25,146.25,203.0,231.75,1.0,1.125,0.25,0.125,1
59,sp,dos,29,2,1,0.125,220.125,247.75,406.0,1.0,1.625,0.25,0.375,1
60,sp,"caras,",30,2,1,0.125,205.125,205.125,354.625,0.875,1.5,0.0,0.375,1
61,sp,ya,31,2,1,0.625,148.625,148.625,194.125,0.375,0.625,0.0,0.125,1
62,sp,que,32,2,1,0.25,146.25,170.5,357.375,1.0,2.0,0.25,0.625,1
63,sp,él,33,2,1,0.25,162.5,162.5,218.625,0.75,1.0,0.0,0.125,1
64,sp,mira,34,2,1,0.125,223.0,242.75,297.5,1.0,1.25,0.125,0.25,1
65,sp,hacia,35,2,1,0.0,208.5,225.125,296.875,1.125,1.5,0.25,0.25,1
66,sp,el,36,2,1,0.875,26.625,26.625,26.625,0.125,0.125,0.0,0.0,1
67,sp,futuro,37,2,1,0.0,204.25,204.25,256.75,1.0,1.25,0.0,0.25,1
68,sp,y,38,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
69,sp,hacia,39,2,1,0.125,199.875,224.375,283.625,1.0,1.375,0.125,0.375,1
70,sp,el,40,2,1,0.5,90.875,90.875,134.375,0.5,0.625,0.0,0.125,1
71,sp,pasado.,41,2,1,0.125,245.75,290.5,585.625,1.125,2.25,0.25,0.625,1
